Originals,,,,,,,,,, ,NAME (N),,,, ,PHONE (Q),,ML (T),,,RM (W),,,BUILDING (Z),,,LOCATION (AB),,FAX (AE),,,WEBSITE (AH),,,EMAIL (AK),
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10056-037,Pancreatic Disease Center (MED),513-584-2873,772,,UCMC-BARRETT,,http://uchealth.com/services/pancreatic/,,, ,,0,Pancreatic Disease Center (MED),, ,513-584-2873,,772,772,,0,,,UCMC-BARRETT,UCMC-BARRETT,,TRUE,,0,,,http://uchealth.com/services/pancreatic/,http://uchealth.com/services/pancreatic/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10056-039,Pediatric Surgery (MED),513-636-7365,54,,CCHMC,,http://surgery.uc.edu/Divisions/Pediatric/Pediatric%20main.html,,, ,,0,Pediatric Surgery (MED),, ,513-636-7365,,54,54,,0,,,CCHMC,CCHMC,,TRUE,,0,,,http://surgery.uc.edu/Divisions/Pediatric/Pediatric%20main.html,http://surgery.uc.edu/Divisions/Pediatric/Pediatric%20main.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10056-030,Research, Surgery (MED),513-558-8674,558,G479,SRU,513-558-8677,http://surgery.uc.edu/content/Research/Research%20Main.html,, ,TRUE,1,Research  Surgery (MED),Research  Surgery (MED), ,513-558-8674,,558,558,,G479,G479,,SRU,SRU,,TRUE,,513-558-8677,513-558-8677,,http://surgery.uc.edu/content/Research/Research%20Main.html,http://surgery.uc.edu/content/Research/Research%20Main.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10056-014,Surgical Oncology (MED),513-584-8900,558,1466,SRU,,http://surgery.uc.edu/Divisions/Surgical%20Oncology/SurgOnc_main.html,,, ,,0,Surgical Oncology (MED),, ,513-584-8900,,558,558,,1466,1466,,SRU,SRU,,TRUE,,0,,,http://surgery.uc.edu/Divisions/Surgical%20Oncology/SurgOnc_main.html,http://surgery.uc.edu/Divisions/Surgical%20Oncology/SurgOnc_main.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10046-016,Surplus Equipment,513-556-5654,194,,FISHWICK,,http://www.uc.edu/af/budgetfinsvcs/asset/surplus.html,assets@uc.edu,, ,,0,Surplus Equipment,, ,513-556-5654,,194,194,,0,,,FISHWICK,FISHWICK,,TRUE,,0,,,http://www.uc.edu/af/budgetfinsvcs/asset/surplus.html,http://www.uc.edu/af/budgetfinsvcs/asset/surplus.html,,assets@uc.edu,assets@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10148-041,Swimming & Diving, Athletics,513-556-0598,21,662,LNDNRCTR,513-556-2209,http://gobearcats.com/sports/c-swim/cinn-c-swim-body.html,, ,TRUE,1,Swimming & Diving  Athletics,Swimming & Diving  Athletics, ,513-556-0598,,21,21,,662,662,,LNDNRCTR,LNDNRCTR,,TRUE,,513-556-2209,513-556-2209,,http://gobearcats.com/sports/c-swim/cinn-c-swim-body.html,http://gobearcats.com/sports/c-swim/cinn-c-swim-body.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-103, Recreation Center - Swimming Pool,513-556-0604,17,,RECCENTR,513-556-0601,http://www.uc.edu/campusrec/programs/aquatics.html,campusrec@uc.edu,, ,,0, Recreation Center - Swimming Pool,, ,513-556-0604,,17,17,,0,,,RECCENTR,RECCENTR,,TRUE,,513-556-0601,513-556-0601,,http://www.uc.edu/campusrec/programs/aquatics.html,http://www.uc.edu/campusrec/programs/aquatics.html,,campusrec@uc.edu,campusrec@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10000-136,Greater Cincinnati Library Consortium,513-751-4422,3,,INDECO,,http://www.swonlibraries.org/,,, ,,0,Greater Cincinnati Library Consortium,, ,513-751-4422,,3,3,,0,,,INDECO,INDECO,,TRUE,,0,,,http://www.swonlibraries.org/,http://www.swonlibraries.org/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-104, Recreation Center - Racquetball,513-556-0604,17,,RECCENTR,513-556-0601,http://www.uc.edu/campusrec/services/court_reserve.html,campusrec@uc.edu,, ,,0, Recreation Center - Racquetball,, ,513-556-0604,,17,17,,0,,,RECCENTR,RECCENTR,,TRUE,,513-556-0601,513-556-0601,,http://www.uc.edu/campusrec/services/court_reserve.html,http://www.uc.edu/campusrec/services/court_reserve.html,,campusrec@uc.edu,campusrec@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10052-001,Radiation Oncology (MED),513-584-4775,757,,UHIBARRETT,513-584-4007,http://med.uc.edu/radiationoncology/,,, ,,0,Radiation Oncology (MED),, ,513-584-4775,,757,757,,0,,,UHIBARRETT,UHIBARRETT,,TRUE,,513-584-4007,513-584-4007,,http://med.uc.edu/radiationoncology/,http://med.uc.edu/radiationoncology/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10077-001,Radiation Safety (Research Ofc),513-558-4110,591,201,RSL,513-558-9905,http://researchcompliance.uc.edu/radsafety.aspx,,, ,,0,Radiation Safety (Research Ofc),, ,513-558-4110,,591,591,,201,201,,RSL,RSL,,TRUE,,513-558-9905,513-558-9905,,http://researchcompliance.uc.edu/radsafety.aspx,http://researchcompliance.uc.edu/radsafety.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-071,BearCast Radio, Administrative Offices,513-556-4525,3,2217,EMERY,513-556-0202,http://www.bearcastmedia.com/,, ,TRUE,1,BearCast Radio  Administrative Offices,BearCast Radio  Administrative Offices, ,513-556-4525,,3,3,,2217,2217,,EMERY,EMERY,,TRUE,,513-556-0202,513-556-0202,,http://www.bearcastmedia.com/,http://www.bearcastmedia.com/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10051-001,Radiology (MED),513-584-4396,761,G665-N,MSBSERV,513-584-0431,http://www.med.uc.edu/radiology/home.aspx,radiology@uc.edu,, ,,0,Radiology (MED),, ,513-584-4396,,761,761,,G665-N,G665-N,,MSBSERV,MSBSERV,,TRUE,,513-584-0431,513-584-0431,,http://www.med.uc.edu/radiology/home.aspx,http://www.med.uc.edu/radiology/home.aspx,,radiology@uc.edu,radiology@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10051-002,Radiology, Business Office (MED),513-584-0631,761,G665-M,MSBSERV,513-584-0431,Leslie.Lawson@uchealth.com,, ,TRUE,1,Radiology  Business Office (MED),Radiology  Business Office (MED), ,513-584-0631,,761,761,,G665-M,G665-M,,MSBSERV,MSBSERV,,TRUE,,513-584-0431,513-584-0431,,Leslie.Lawson@uchealth.com,Leslie.Lawson@uchealth.com,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10088-008,Chemistry-Biology Library, Ralph E. Oesper,513-556-1498,151,503,RIEVESCHL,,http://www.libraries.uc.edu/chem-bio.html,, ,TRUE,1,Chemistry-Biology Library  Ralph E. Oesper,Chemistry-Biology Library  Ralph E. Oesper, ,513-556-1498,,151,151,,503,503,,RIEVESCHL,RIEVESCHL,,TRUE,,0,,,http://www.libraries.uc.edu/chem-bio.html,http://www.libraries.uc.edu/chem-bio.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-009,DAAP, Rapid Prototyping Center,513-556-9284,16,5thFl,DAAP,513-556-3288,http://daap.uc.edu/about/facilities/rpc.html,, ,TRUE,1,DAAP  Rapid Prototyping Center,DAAP  Rapid Prototyping Center, ,513-556-9284,,16,16,,5thFl,5thFl,,DAAP,DAAP,,TRUE,,513-556-3288,513-556-3288,,http://daap.uc.edu/about/facilities/rpc.html,http://daap.uc.edu/about/facilities/rpc.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10135-028,Real Estate Center (LCB),513-556-7082,211,300,USQUARE,,http://business.uc.edu/centers/real-estate.html,real.estate@uc.edu,, ,,0,Real Estate Center (LCB),, ,513-556-7082,,211,211,,300,300,,USQUARE,USQUARE,,TRUE,,0,,,http://business.uc.edu/centers/real-estate.html,http://business.uc.edu/centers/real-estate.html,,real.estate@uc.edu,real.estate@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10071-003,Real Estate Services (Planning + Design + Construction),513-556-2861,186,6thFl,UNIVHALL,513-556-2216,http://www.uc.edu/af/pdc/real_estate_services.html,,, ,,0,Real Estate Services (Planning + Design + Construction),, ,513-556-2861,,186,186,,6thFl,6thFl,,UNIVHALL,UNIVHALL,,TRUE,,513-556-2216,513-556-2216,,http://www.uc.edu/af/pdc/real_estate_services.html,http://www.uc.edu/af/pdc/real_estate_services.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-215,Campus Recreation Center (Residence Hall),513-558-3031,45,Lobby,RECCENTR,513-861-6816,UCHousing@uc.edu,,, ,,0,Campus Recreation Center (Residence Hall),, ,513-558-3031,,45,45,,Lobby,Lobby,,RECCENTR,RECCENTR,,TRUE,,513-861-6816,513-861-6816,,UCHousing@uc.edu,UCHousing@uc.edu,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-076,Recording Services (CCM),513-556-9437,3,3845,CORBETT,,,,, ,,0,Recording Services (CCM),, ,513-556-9437,,3,3,,3845,3845,,CORBETT,CORBETT,,TRUE,,0,,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-056,DAAP, Records,513-556-1376,16,5470,DAAP,513-556-3288,,, ,TRUE,1,DAAP  Records,DAAP  Records, ,513-556-1376,,16,16,,5470,5470,,DAAP,DAAP,,TRUE,,513-556-3288,513-556-3288,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10088-032,Library, Records Management,513-556-1958,113,808,BLEGEN,,http://libraries.uc.edu/arb/records-management/,, ,TRUE,1,Library  Records Management,Library  Records Management, ,513-556-1958,,113,113,,808,808,,BLEGEN,BLEGEN,,TRUE,,0,,,http://libraries.uc.edu/arb/records-management/,http://libraries.uc.edu/arb/records-management/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-105,Campus Recreation Center (Campus Services),513-556-5706,17,,RECCENTR,513-556-0601,http://www.uc.edu/campusrec.html,campusrec@uc.edu,, ,,0,Campus Recreation Center (Campus Services),, ,513-556-5706,,17,17,,0,,,RECCENTR,RECCENTR,,TRUE,,513-556-0601,513-556-0601,,http://www.uc.edu/campusrec.html,http://www.uc.edu/campusrec.html,,campusrec@uc.edu,campusrec@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-107,CARE/Crawley Fitness Center,513-558-0604,17,R-840,CARE,513-556-0601,http://www.uc.edu/campusrec.html,campusrec@uc.edu,, ,,0,CARE/Crawley Fitness Center,, ,513-558-0604,,17,17,,R-840,R-840,,CARE,CARE,,TRUE,,513-556-0601,513-556-0601,,http://www.uc.edu/campusrec.html,http://www.uc.edu/campusrec.html,,campusrec@uc.edu,campusrec@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-049, Campus Recreation Center - CenterCourt,513-556-4116,217,,RECCENTR,513-556-4112,http://www.uc.edu/food/dining_centers.html,ucfood@uc.edu,, ,,0, Campus Recreation Center - CenterCourt,, ,513-556-4116,,217,217,,0,,,RECCENTR,RECCENTR,,TRUE,,513-556-4112,513-556-4112,,http://www.uc.edu/food/dining_centers.html,http://www.uc.edu/food/dining_centers.html,,ucfood@uc.edu,ucfood@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-101, Climbing Wall - Recreation Center,513-556-0604,17,,RECCENTR,513-556-0601,http://www.uc.edu/campusrec/programs/climb.html,campusrec@uc.edu,, ,,0, Climbing Wall - Recreation Center,, ,513-556-0604,,17,17,,0,,,RECCENTR,RECCENTR,,TRUE,,513-556-0601,513-556-0601,,http://www.uc.edu/campusrec/programs/climb.html,http://www.uc.edu/campusrec/programs/climb.html,,campusrec@uc.edu,campusrec@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-102, Front Desk - Recreation Center,513-556-0604,17,,RECCENTR,513-556-0601,http://www.uc.edu/campusrec.html,campusrec@uc.edu,, ,,0, Front Desk - Recreation Center,, ,513-556-0604,,17,17,,0,,,RECCENTR,RECCENTR,,TRUE,,513-556-0601,513-556-0601,,http://www.uc.edu/campusrec.html,http://www.uc.edu/campusrec.html,,campusrec@uc.edu,campusrec@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-110,Intramural Hotline,513-556-4386,17,,RECCENTR,,http://www.uc.edu/campusrec/programs/intramurals.html,campusrec@uc.edu,, ,,0,Intramural Hotline,, ,513-556-4386,,17,17,,0,,,RECCENTR,RECCENTR,,TRUE,,0,,,http://www.uc.edu/campusrec/programs/intramurals.html,http://www.uc.edu/campusrec/programs/intramurals.html,,campusrec@uc.edu,campusrec@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-106,Intramural Sports,513-556-5706,17,,RECCENTR,513-556-0601,http://www.uc.edu/campusrec/programs/intramurals.html,campusrec@uc.edu,, ,,0,Intramural Sports,, ,513-556-5706,,17,17,,0,,,RECCENTR,RECCENTR,,TRUE,,513-556-0601,513-556-0601,,http://www.uc.edu/campusrec/programs/intramurals.html,http://www.uc.edu/campusrec/programs/intramurals.html,,campusrec@uc.edu,campusrec@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-100, Campus Recreation Center - Member Services,513-556-0604,17,,RECCENTR,513-556-0601,http://www.uc.edu/campusrec/membership.html,campusrec@uc.edu,, ,,0, Campus Recreation Center - Member Services,, ,513-556-0604,,17,17,,0,,,RECCENTR,RECCENTR,,TRUE,,513-556-0601,513-556-0601,,http://www.uc.edu/campusrec/membership.html,http://www.uc.edu/campusrec/membership.html,,campusrec@uc.edu,campusrec@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10074-018,Recycling (Facilities Management),513-558-2500,,,SERVGARAGE,,http://www.uc.edu/af/facilities/services/recycling.html,facilities@uc.edu,, ,,0,Recycling (Facilities Management),, ,513-558-2500,,0,,,0,,,SERVGARAGE,SERVGARAGE,,TRUE,,0,,,http://www.uc.edu/af/facilities/services/recycling.html,http://www.uc.edu/af/facilities/services/recycling.html,,facilities@uc.edu,facilities@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10154-029,Hoxworth, Red Blood Cell Exchange,513-558-1200,55,,HOXWORTH,513-558-1300,http://www.hoxworth.org/patient-services/red-blood-cell-exchange.html,, ,TRUE,1,Hoxworth  Red Blood Cell Exchange,Hoxworth  Red Blood Cell Exchange, ,513-558-1200,,55,55,,0,,,HOXWORTH,HOXWORTH,,TRUE,,513-558-1300,513-558-1300,,http://www.hoxworth.org/patient-services/red-blood-cell-exchange.html,http://www.hoxworth.org/patient-services/red-blood-cell-exchange.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-026,Dorothy & Lawson Reed Gallery (DAAP),513-556-2839,16,5275,ARONOFF,513-556-3288,http://daap.uc.edu/galleries/reed_gallery.html,,, ,,0,Dorothy & Lawson Reed Gallery (DAAP),, ,513-556-2839,,16,16,,5275,5275,,ARONOFF,ARONOFF,,TRUE,,513-556-3288,513-556-3288,,http://daap.uc.edu/galleries/reed_gallery.html,http://daap.uc.edu/galleries/reed_gallery.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10045-002,Reference, Law Library,513-556-8078,142,3rdFl,LAW,513-556-6265,http://www.law.uc.edu/library/,, ,TRUE,1,Reference  Law Library,Reference  Law Library, ,513-556-8078,,142,142,,3rdFl,3rdFl,,LAW,LAW,,TRUE,,513-556-6265,513-556-6265,,http://www.law.uc.edu/library/,http://www.law.uc.edu/library/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10088-041,Health Sciences Library, Information & Education Services,513-558-4321,574,E005,MSB,513-558-2199,http://www.libraries.uc.edu/hsl,, ,TRUE,1,Health Sciences Library  Information & Education Services,Health Sciences Library  Information & Education Services, ,513-558-4321,,574,574,,E005,E005,,MSB,MSB,,TRUE,,513-558-2199,513-558-2199,,http://www.libraries.uc.edu/hsl,http://www.libraries.uc.edu/hsl,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10134-004,Registrar (LAW),513-556-0070,40,201-N,LAW,513-556-5777,http://www.law.uc.edu/faculty-staff/faculty/charlene-carpenter,,, ,,0,Registrar (LAW),, ,513-556-0070,,40,40,,201-N,201-N,,LAW,LAW,,TRUE,,513-556-5777,513-556-5777,,http://www.law.uc.edu/faculty-staff/faculty/charlene-carpenter,http://www.law.uc.edu/faculty-staff/faculty/charlene-carpenter,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10006-001,Registrar - One Stop Student Service Center,513-556-1000,60,,UNIVPAV,,http://www.uc.edu/registrar/,,, ,,0,Registrar - One Stop Student Service Center,, ,513-556-1000,,60,60,,0,,,UNIVPAV,UNIVPAV,,TRUE,,0,,,http://www.uc.edu/registrar/,http://www.uc.edu/registrar/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10006-008,Academic Calendar (Registrar) - One Stop Student Service Center,513-556-1000,60,,UNIVPAV,,http://www.uc.edu/registrar/,,, ,,0,Academic Calendar (Registrar) - One Stop Student Service Center,, ,513-556-1000,,60,60,,0,,,UNIVPAV,UNIVPAV,,TRUE,,0,,,http://www.uc.edu/registrar/,http://www.uc.edu/registrar/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10006-004,Registration (Registrar) - One Stop Student Service Center,513-556-1000,150,,UNIVPAV,513-556-5708,http://www.uc.edu/registrar/,,, ,,0,Registration (Registrar) - One Stop Student Service Center,, ,513-556-1000,,150,150,,0,,,UNIVPAV,UNIVPAV,,TRUE,,513-556-5708,513-556-5708,,http://www.uc.edu/registrar/,http://www.uc.edu/registrar/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-004,Registration/Records (CLER),513-732-5201,162,100-I,CLERSTUSVCS,513-732-5303,http://www.ucclermont.edu/students/registration.html,,, ,,0,Registration/Records (CLER),, ,513-732-5201,,162,162,,100-I,100-I,,CLERSTUSVCS,CLERSTUSVCS,,TRUE,,513-732-5303,513-732-5303,,http://www.ucclermont.edu/students/registration.html,http://www.ucclermont.edu/students/registration.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-311,REHABCATS (CECH),513-556-3335,68,,TEACHERS,,http://cech.uc.edu/programs/athletic_training/rehabcats.html,,, ,,0,REHABCATS (CECH),, ,513-556-3335,,68,68,,0,,,TEACHERS,TEACHERS,,TRUE,,0,,,http://cech.uc.edu/programs/athletic_training/rehabcats.html,http://cech.uc.edu/programs/athletic_training/rehabcats.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10132-008,Rehabilitation Sciences (CAHS),513-558-7477,394,313,FRENCH-EAST,513-558-7474,http://cahs.uc.edu/departments/RehabSciences/general/about.aspx,,, ,,0,Rehabilitation Sciences (CAHS),, ,513-558-7477,,394,394,,313,313,,FRENCH-EAST,FRENCH-EAST,,TRUE,,513-558-7474,513-558-7474,,http://cahs.uc.edu/departments/RehabSciences/general/about.aspx,http://cahs.uc.edu/departments/RehabSciences/general/about.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10037-001,Physical Medicine & Rehabilitation (MED),513-558-2919,530,5200,STETSON,513-558-4458,http://www.med.uc.edu/pmr/,,, ,,0,Physical Medicine & Rehabilitation (MED),, ,513-558-2919,,530,530,,5200,5200,,STETSON,STETSON,,TRUE,,513-558-4458,513-558-4458,,http://www.med.uc.edu/pmr/,http://www.med.uc.edu/pmr/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10067-009,Report a Crime (Public Safety),911,215,,EDWARDS3,,http://www.uc.edu/publicsafety/staying-safe/sensitive-crimes.html,,, ,,0,Report a Crime (Public Safety),, ,911,,215,215,,0,,,EDWARDS3,EDWARDS3,,TRUE,,0,,,http://www.uc.edu/publicsafety/staying-safe/sensitive-crimes.html,http://www.uc.edu/publicsafety/staying-safe/sensitive-crimes.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10002-023, Human Resources - Request Forms,513-556-6381,39,340,UNIVHALL,513-556-9652,http://www.uc.edu/hr/forms.html,hronestop@uc.edu,, ,,0, Human Resources - Request Forms,, ,513-556-6381,,39,39,,340,340,,UNIVHALL,UNIVHALL,,TRUE,,513-556-9652,513-556-9652,,http://www.uc.edu/hr/forms.html,http://www.uc.edu/hr/forms.html,,hronestop@uc.edu,hronestop@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10127-109,Institutional Research,513-556-0364,127,420,VANWORMR,513-556-2046,http://www.uc.edu/provost/about-us/profile/institutional_research/,,, ,,0,Institutional Research,, ,513-556-0364,,127,127,,420,420,,VANWORMR,VANWORMR,,TRUE,,513-556-2046,513-556-2046,,http://www.uc.edu/provost/about-us/profile/institutional_research/,http://www.uc.edu/provost/about-us/profile/institutional_research/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10160-005,Research Compliance (Research Ofc),513-558-5034,663,540,UNIVHALL,513-558-0549,research.compliance@uc.edu,,, ,,0,Research Compliance (Research Ofc),, ,513-558-5034,,663,663,,540,540,,UNIVHALL,UNIVHALL,,TRUE,,513-558-0549,513-558-0549,,research.compliance@uc.edu,research.compliance@uc.edu,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10109-010,Dermatology, Research Laboratories (MED),513-558-6242,592,2869,CARE,513-558-0198,http://med.uc.edu/dermatology/research/basicscience.aspx,, ,TRUE,1,Dermatology  Research Laboratories (MED),Dermatology  Research Laboratories (MED), ,513-558-6242,,592,592,,2869,2869,,CARE,CARE,,TRUE,,513-558-0198,513-558-0198,,http://med.uc.edu/dermatology/research/basicscience.aspx,http://med.uc.edu/dermatology/research/basicscience.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10154-014,Research Lab, Hoxworth,513-558-1520,55,5005-B,HOXWORTH,513-558-1522,,, ,TRUE,1,Research Lab  Hoxworth,Research Lab  Hoxworth, ,513-558-1520,,55,55,,5005-B,5005-B,,HOXWORTH,HOXWORTH,,TRUE,,513-558-1522,513-558-1522,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10045-008,Research Services, Law Library,513-556-4407,142,3rdFl.,LAW,513-556-6265,http://www.law.uc.edu/library/,, ,TRUE,1,Research Services  Law Library,Research Services  Law Library, ,513-556-4407,,142,142,,3rdFl.,3rdFl.,,LAW,LAW,,TRUE,,513-556-6265,513-556-6265,,http://www.law.uc.edu/library/,http://www.law.uc.edu/library/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10081-002,Anesthesiology, Research (MED),513-558-2427,531,3256,MSB,513-558-0995,http://med.uc.edu/anesth/research,, ,TRUE,1,Anesthesiology  Research (MED),Anesthesiology  Research (MED), ,513-558-2427,,531,531,,3256,3256,,MSB,MSB,,TRUE,,513-558-0995,513-558-0995,,http://med.uc.edu/anesth/research,http://med.uc.edu/anesth/research,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10007-002,Family & Community Medicine, Research (MED),513-558-1430,582,4362,MSB,513-558-3266,http://www.familymedicine.uc.edu/research/overview.aspx,, ,TRUE,1,Family & Community Medicine  Research (MED),Family & Community Medicine  Research (MED), ,513-558-1430,,582,582,,4362,4362,,MSB,MSB,,TRUE,,513-558-3266,513-558-3266,,http://www.familymedicine.uc.edu/research/overview.aspx,http://www.familymedicine.uc.edu/research/overview.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10054-001,Institute for Policy Research,513-556-5028,132,260,USQUARE,513-556-9023,http://www.uc.edu/ipr.html,,, ,,0,Institute for Policy Research,, ,513-556-5028,,132,132,,260,260,,USQUARE,USQUARE,,TRUE,,513-556-9023,513-556-9023,,http://www.uc.edu/ipr.html,http://www.uc.edu/ipr.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10160-003,Institutional Animal Care & Use Committee (IACUC),513-558-5187,572,238,UNIVHALL,513-558-3539,http://researchintegrity.uc.edu/iacuc/,,, ,,0,Institutional Animal Care & Use Committee (IACUC),, ,513-558-5187,,572,572,,238,238,,UNIVHALL,UNIVHALL,,TRUE,,513-558-3539,513-558-3539,,http://researchintegrity.uc.edu/iacuc/,http://researchintegrity.uc.edu/iacuc/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10160-007,Institutional Biosafety Committee,513-558-6182,767,300,UNIVHALL,,http://researchintegrity.uc.edu/biosafety/,ibiocomm@uc.edu,, ,,0,Institutional Biosafety Committee,, ,513-558-6182,,767,767,,300,300,,UNIVHALL,UNIVHALL,,TRUE,,0,,,http://researchintegrity.uc.edu/biosafety/,http://researchintegrity.uc.edu/biosafety/,,ibiocomm@uc.edu,ibiocomm@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10160-006,Institutional Review Board (IRB) (Research Ofc),513-558-5259,567,300,UNIVHALL,513-558-4111,http://researchintegrity.uc.edu/irb/,,, ,,0,Institutional Review Board (IRB) (Research Ofc),, ,513-558-5259,,567,567,,300,300,,UNIVHALL,UNIVHALL,,TRUE,,513-558-4111,513-558-4111,,http://researchintegrity.uc.edu/irb/,http://researchintegrity.uc.edu/irb/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10168-001,Animal Medical Services, Laboratory (LAMS)(Research Ofc),513-558-5171,571,R351,RCA,513-558-0734,http://research.uc.edu/lams/,, ,TRUE,1,Animal Medical Services  Laboratory (LAMS)(Research Ofc),Animal Medical Services  Laboratory (LAMS)(Research Ofc), ,513-558-5171,,571,571,,R351,R351,,RCA,RCA,,TRUE,,513-558-0734,513-558-0734,,http://research.uc.edu/lams/,http://research.uc.edu/lams/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10088-004,Research, Teaching and Services (Langsam),513-556-1424,33,440,LANGSAM,,http://libraries.uc.edu/services/borrow-circulation,, ,TRUE,1,Research  Teaching and Services (Langsam),Research  Teaching and Services (Langsam), ,513-556-1424,,33,33,,440,440,,LANGSAM,LANGSAM,,TRUE,,0,,,http://libraries.uc.edu/services/borrow-circulation,http://libraries.uc.edu/services/borrow-circulation,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10088-005,Reserves, Langsam Library,513-556-1424,33,440,LANGSAM,,http://www.libraries.uc.edu/services/reserves/,, ,TRUE,1,Reserves  Langsam Library,Reserves  Langsam Library, ,513-556-1424,,33,33,,440,440,,LANGSAM,LANGSAM,,TRUE,,0,,,http://www.libraries.uc.edu/services/reserves/,http://www.libraries.uc.edu/services/reserves/,,0,
